line_item_usage_start_date,line_item_usage_end_date,line_item_product_code,line_item_usage_type,line_item_operation,line_item_usage_amount,line_item_unblended_cost,product_region,resource_id,line_item_line_item_type
2026-01-03T00:00:00Z,2026-01-04T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.8912,0.336645,eu-north-1,db-finops-db-001,Usage
2026-01-03T00:00:00Z,2026-01-04T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1191.74,0.02741,eu-north-1,finops-cur-data-louay,Usage
2026-01-03T00:00:00Z,2026-01-04T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,874.7,0.020118,eu-north-1,finops-logs-louay,Usage
2026-01-03T00:00:00Z,2026-01-04T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,592.43,0.013626,eu-north-1,finops-forgotten-louay,Usage
2026-01-03T00:00:00Z,2026-01-04T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,201.6,0.00336,eu-north-1,finops-collector,Usage
2026-01-03T00:00:00Z,2026-01-04T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,205.32,0.003422,eu-north-1,finops-analyzer,Usage
2026-01-03T00:00:00Z,2026-01-04T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,127.68,0.002128,eu-north-1,finops-alerter,Usage
2026-01-03T00:00:00Z,2026-01-04T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,20.716,0.020716,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-03T00:00:00Z,2026-01-04T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,17.273,0.017273,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.767,0.057772,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.148,0.062098,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.6711,0.060149,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.9518,0.339071,eu-north-1,db-finops-db-001,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1277.0,0.029371,eu-north-1,finops-cur-data-louay,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,925.83,0.021294,eu-north-1,finops-logs-louay,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,612.17,0.01408,eu-north-1,finops-forgotten-louay,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,213.9,0.003565,eu-north-1,finops-collector,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,217.2,0.00362,eu-north-1,finops-analyzer,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,129.48,0.002158,eu-north-1,finops-alerter,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,20.431,0.020431,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-04T00:00:00Z,2026-01-05T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,16.681,0.016681,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.7677,0.083431,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.4429,0.082543,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.8147,0.088199,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,24.1658,0.485426,eu-north-1,db-finops-db-001,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1731.96,0.039835,eu-north-1,finops-cur-data-louay,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1273.7,0.029295,eu-north-1,finops-logs-louay,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,847.52,0.019493,eu-north-1,finops-forgotten-louay,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,301.86,0.005031,eu-north-1,finops-collector,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,292.86,0.004881,eu-north-1,finops-analyzer,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,181.5,0.003025,eu-north-1,finops-alerter,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,31.193,0.031193,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,24.749,0.024749,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.4975,0.082614,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.5909,0.085081,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.6096,0.08115,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.9689,0.491797,eu-north-1,db-finops-db-001,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1663.22,0.038254,eu-north-1,finops-cur-data-louay,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1288.91,0.029645,eu-north-1,finops-logs-louay,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,912.7,0.020992,eu-north-1,finops-forgotten-louay,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,300.9,0.005015,eu-north-1,finops-collector,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,314.16,0.005236,eu-north-1,finops-analyzer,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,186.48,0.003108,eu-north-1,finops-alerter,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,28.534,0.028534,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-06T00:00:00Z,2026-01-07T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,25.552,0.025552,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.037,0.086545,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.141,0.083018,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.9348,0.081698,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,24.1503,0.486452,eu-north-1,db-finops-db-001,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1698.0,0.039054,eu-north-1,finops-cur-data-louay,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1304.43,0.030002,eu-north-1,finops-logs-louay,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,841.61,0.019357,eu-north-1,finops-forgotten-louay,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,312.36,0.005206,eu-north-1,finops-collector,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,311.1,0.005185,eu-north-1,finops-analyzer,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,176.4,0.00294,eu-north-1,finops-alerter,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,30.417,0.030417,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-07T00:00:00Z,2026-01-08T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,25.272,0.025272,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.2625,0.082049,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.2786,0.085335,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.5006,0.085258,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,24.1716,0.462496,eu-north-1,db-finops-db-001,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1805.0,0.041515,eu-north-1,finops-cur-data-louay,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1347.61,0.030995,eu-north-1,finops-logs-louay,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,852.83,0.019615,eu-north-1,finops-forgotten-louay,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,286.74,0.004779,eu-north-1,finops-collector,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,311.34,0.005189,eu-north-1,finops-analyzer,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,188.04,0.003134,eu-north-1,finops-alerter,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,28.757,0.028757,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,24.965,0.024965,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.2606,0.081338,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.6284,0.08726,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.0498,0.08479,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.9693,0.475705,eu-north-1,db-finops-db-001,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1689.0,0.038847,eu-north-1,finops-cur-data-louay,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1309.48,0.030118,eu-north-1,finops-logs-louay,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,889.57,0.02046,eu-north-1,finops-forgotten-louay,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,291.06,0.004851,eu-north-1,finops-collector,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,294.36,0.004906,eu-north-1,finops-analyzer,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,188.94,0.003149,eu-north-1,finops-alerter,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,30.45,0.03045,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-09T00:00:00Z,2026-01-10T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,24.845,0.024845,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.621,0.059605,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.8381,0.057862,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.7301,0.060025,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,24.0524,0.320995,eu-north-1,db-finops-db-001,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1184.39,0.027241,eu-north-1,finops-cur-data-louay,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,950.04,0.021851,eu-north-1,finops-logs-louay,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,630.57,0.014503,eu-north-1,finops-forgotten-louay,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,201.0,0.00335,eu-north-1,finops-collector,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,204.48,0.003408,eu-north-1,finops-analyzer,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,128.1,0.002135,eu-north-1,finops-alerter,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,20.4,0.0204,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,16.857,0.016857,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.071,0.062091,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.2846,0.059337,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.6904,0.06133,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.9694,0.321568,eu-north-1,db-finops-db-001,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1213.39,0.027908,eu-north-1,finops-cur-data-louay,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,933.96,0.021481,eu-north-1,finops-logs-louay,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,619.26,0.014243,eu-north-1,finops-forgotten-louay,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,220.14,0.003669,eu-north-1,finops-collector,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,201.54,0.003359,eu-north-1,finops-analyzer,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,124.8,0.00208,eu-north-1,finops-alerter,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,20.663,0.020663,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,18.133,0.018133,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.6902,0.082864,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.9219,0.084563,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.7498,0.083118,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,24.1445,0.499179,eu-north-1,db-finops-db-001,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1747.87,0.040201,eu-north-1,finops-cur-data-louay,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1245.74,0.028652,eu-north-1,finops-logs-louay,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,913.0,0.020999,eu-north-1,finops-forgotten-louay,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,310.08,0.005168,eu-north-1,finops-collector,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,314.04,0.005234,eu-north-1,finops-analyzer,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,187.68,0.003128,eu-north-1,finops-alerter,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,31.046,0.031046,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-12T00:00:00Z,2026-01-13T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,24.166,0.024166,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.7137,0.084878,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.5586,0.084159,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.4853,0.083971,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.982,0.474056,eu-north-1,db-finops-db-001,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1725.74,0.039692,eu-north-1,finops-cur-data-louay,Usage
